"ZIP
code [1]",Size of adjusted gross income,,,,,
14206,"$50,000 under $75,000",,,,,
14206,"$75,000 under $100,000",,,,,
14206,"$100,000 under $200,000",,,,,
14206,"$200,000 or more",,,,,
,,,,,,
14207,,,,,,
14207,"$1 under $25,000",,,,,
14207,"$25,000 under $50,000",,,,,
14207,"$50,000 under $75,000",,,,,
14207,"$75,000 under $100,000",,,,,
14207,"$100,000 under $200,000",,,,,
14207,"$200,000 or more",,,,,
,,,,,,
14208,,,,,,
14208,"$1 under $25,000",,,,,
14208,"$25,000 under $50,000",,,,,
14208,"$50,000 under $75,000",,,,,
14208,"$75,000 under $100,000",,,,,
14208,"$100,000 under $200,000",,,,,
14208,"$200,000 or more",,,,,
,,,,,,
14209,,,,,,
14209,"$1 under $25,000",,,,,
14209,"$25,000 under $50,000",,,,,
14209,"$50,000 under $75,000",,,,,
14209,"$75,000 under $100,000",,,,,
14209,"$100,000 under $200,000",,,,,
14209,"$200,000 or more",,,,,
,,,,,,
14210,,,,,,
14210,"$1 under $25,000",,,,,
14210,"$25,000 under $50,000",,,,,
14210,"$50,000 under $75,000",,,,,
14210,"$75,000 under $100,000",,,,,
14210,"$100,000 under $200,000",,,,,
14210,"$200,000 or more",,,,,
,,,,,,
14211,,,,,,
14211,"$1 under $25,000",,,,,
14211,"$25,000 under $50,000",,,,,
14211,"$50,000 under $75,000",,,,,
14211,"$75,000 under $100,000",,,,,
14211,"$100,000 under $200,000",,,,,
14211,"$200,000 or more",,,,,
,,,,,,
14212,,,,,,
14212,"$1 under $25,000",,,,,
14212,"$25,000 under $50,000",,,,,
14212,"$50,000 under $75,000",,,,,
14212,"$75,000 under $100,000",,,,,
14212,"$100,000 under $200,000",,,,,
14212,"$200,000 or more",,,,,
,,,,,,
14213,,,,,,
14213,"$1 under $25,000",,,,,
14213,"$25,000 under $50,000",,,,,
14213,"$50,000 under $75,000",,,,,
14213,"$75,000 under $100,000",,,,,
14213,"$100,000 under $200,000",,,,,
14213,"$200,000 or more",,,,,
,,,,,,
14214,,,,,,
14214,"$1 under $25,000",,,,,
14214,"$25,000 under $50,000",,,,,
14214,"$50,000 under $75,000",,,,,
14214,"$75,000 under $100,000",,,,,
14214,"$100,000 under $200,000",,,,,
14214,"$200,000 or more",,,,,
,,,,,,
14215,,,,,,
14215,"$1 under $25,000",,,,,
14215,"$25,000 under $50,000",,,,,
14215,"$50,000 under $75,000",,,,,
14215,"$75,000 under $100,000",,,,,
14215,"$100,000 under $200,000",,,,,
14215,"$200,000 or more",,,,,
,,,,,,
14216,,,,,,
14216,"$1 under $25,000",,,,,
14216,"$25,000 under $50,000",,,,,
14216,"$50,000 under $75,000",,,,,
14216,"$75,000 under $100,000",,,,,
14216,"$100,000 under $200,000",,,,,
14216,"$200,000 or more",,,,,
,,,,,,
14217,,,,,,
14217,"$1 under $25,000",,,,,
14217,"$25,000 under $50,000",,,,,
14217,"$50,000 under $75,000",,,,,
14217,"$75,000 under $100,000",,,,,
14217,"$100,000 under $200,000",,,,,
14217,"$200,000 or more",,,,,
,,,,,,
14218,,,,,,
14218,"$1 under $25,000",,,,,
14218,"$25,000 under $50,000",,,,,
14218,"$50,000 under $75,000",,,,,
14218,"$75,000 under $100,000",,,,,
14218,"$100,000 under $200,000",,,,,
14218,"$200,000 or more",,,,,
,,,,,,
14219,,,,,,
14219,"$1 under $25,000",,,,,
14219,"$25,000 under $50,000",,,,,
14219,"$50,000 under $75,000",,,,,
14219,"$75,000 under $100,000",,,,,
14219,"$100,000 under $200,000",,,,,
14219,"$200,000 or more",,,,,
,,,,,,
14220,,,,,,
14220,"$1 under $25,000",,,,,
14220,"$25,000 under $50,000",,,,,
14220,"$50,000 under $75,000",,,,,
14220,"$75,000 under $100,000",,,,,
14220,"$100,000 under $200,000",,,,,
14220,"$200,000 or more",,,,,
,,,,,,
14221,,,,,,
14221,"$1 under $25,000",,,,,
14221,"$25,000 under $50,000",,,,,
14221,"$50,000 under $75,000",,,,,
14221,"$75,000 under $100,000",,,,,
14221,"$100,000 under $200,000",,,,,
14221,"$200,000 or more",,,,,
,,,,,,
14222,,,,,,
14222,"$1 under $25,000",,,,,
14222,"$25,000 under $50,000",,,,,
14222,"$50,000 under $75,000",,,,,
14222,"$75,000 under $100,000",,,,,
14222,"$100,000 under $200,000",,,,,
14222,"$200,000 or more",,,,,
,,,,,,
14223,,,,,,
14223,"$1 under $25,000",,,,,
14223,"$25,000 under $50,000",,,,,
14223,"$50,000 under $75,000",,,,,
14223,"$75,000 under $100,000",,,,,
14223,"$100,000 under $200,000",,,,,
14223,"$200,000 or more",,,,,
,,,,,,
14224,,,,,,
14224,"$1 under $25,000",,,,,
14224,"$25,000 under $50,000",,,,,
14224,"$50,000 under $75,000",,,,,
14224,"$75,000 under $100,000",,,,,
14224,"$100,000 under $200,000",,,,,
14224,"$200,000 or more",,,,,
,,,,,,
14225,,,,,,
14225,"$1 under $25,000",,,,,
14225,"$25,000 under $50,000",,,,,
14225,"$50,000 under $75,000",,,,,
14225,"$75,000 under $100,000",,,,,
14225,"$100,000 under $200,000",,,,,
14225,"$200,000 or more",,,,,
,,,,,,
14226,,,,,,
14226,"$1 under $25,000",,,,,
14226,"$25,000 under $50,000",,,,,
14226,"$50,000 under $75,000",,,,,
14226,"$75,000 under $100,000",,,,,
14226,"$100,000 under $200,000",,,,,
14226,"$200,000 or more",,,,,
,,,,,,
14227,,,,,,
14227,"$1 under $25,000",,,,,
14227,"$25,000 under $50,000",,,,,
14227,"$50,000 under $75,000",,,,,
14227,"$75,000 under $100,000",,,,,
14227,"$100,000 under $200,000",,,,,
14227,"$200,000 or more",,,,,
,,,,,,
14228,,,,,,
14228,"$1 under $25,000",,,,,
14228,"$25,000 under $50,000",,,,,
14228,"$50,000 under $75,000",,,,,
14228,"$75,000 under $100,000",,,,,
14228,"$100,000 under $200,000",,,,,
14228,"$200,000 or more",,,,,
,,,,,,
14301,,,,,,
14301,"$1 under $25,000",,,,,
14301,"$25,000 under $50,000",,,,,
14301,"$50,000 under $75,000",,,,,
14301,"$75,000 under $100,000",,,,,
14301,"$100,000 under $200,000",,,,,
14301,"$200,000 or more",,,,,
,,,,,,
14303,,,,,,
14303,"$1 under $25,000",,,,,
14303,"$25,000 under $50,000",,,,,
14303,"$50,000 under $75,000",,,,,
14303,"$75,000 under $100,000",,,,,
14303,"$100,000 under $200,000",,,,,
14303,"$200,000 or more",,,,,
,,,,,,
14304,,,,,,
14304,"$1 under $25,000",,,,,
14304,"$25,000 under $50,000",,,,,
14304,"$50,000 under $75,000",,,,,
14304,"$75,000 under $100,000",,,,,
14304,"$100,000 under $200,000",,,,,
14304,"$200,000 or more",,,,,
,,,,,,
14305,,,,,,
14305,"$1 under $25,000",,,,,
14305,"$25,000 under $50,000",,,,,
14305,"$50,000 under $75,000",,,,,
14305,"$75,000 under $100,000",,,,,
14305,"$100,000 under $200,000",,,,,
14305,"$200,000 or more",,,,,
,,,,,,
14411,,,,,,
14411,"$1 under $25,000",,,,,
14411,"$25,000 under $50,000",,,,,
14411,"$50,000 under $75,000",,,,,
14411,"$75,000 under $100,000",,,,,
14411,"$100,000 under $200,000",,,,,
14411,"$200,000 or more",,,,,
,,,,,,
14414,,,,,,
14414,"$1 under $25,000",,,,,
14414,"$25,000 under $50,000",,,,,
14414,"$50,000 under $75,000",,,,,
14414,"$75,000 under $100,000",,,,,
14414,"$100,000 under $200,000",,,,,
14414,"$200,000 or more",,,,,
,,,,,,
14416,,,,,,
14416,"$1 under $25,000",,,,,
14416,"$25,000 under $50,000",,,,,
14416,"$50,000 under $75,000",,,,,
14416,"$75,000 under $100,000",,,,,
14416,"$100,000 under $200,000",,,,,
14416,"$200,000 or more",,,,,
,,,,,,
14418,,,,,,
14418,"$1 under $25,000",,,,,
14418,"$25,000 under $50,000",,,,,
14418,"$50,000 under $75,000",,,,,
14418,"$75,000 under $100,000",,,,,
14418,"$100,000 under $200,000",,,,,
14418,"$200,000 or more",,,,,
,,,,,,
14420,,,,,,
14420,"$1 under $25,000",,,,,
14420,"$25,000 under $50,000",,,,,
14420,"$50,000 under $75,000",,,,,
14420,"$75,000 under $100,000",,,,,
14420,"$100,000 under $200,000",,,,,
14420,"$200,000 or more",,,,,
,,,,,,
14422,,,,,,
14422,"$1 under $25,000",,,,,
14422,"$25,000 under $50,000",,,,,
14422,"$50,000 under $75,000",,,,,
14422,"$75,000 under $100,000",,,,,
14422,"$100,000 under $200,000",,,,,
14422,"$200,000 or more",,,,,
,,,,,,
14423,,,,,,
14423,"$1 under $25,000",,,,,
14423,"$25,000 under $50,000",,,,,
14423,"$50,000 under $75,000",,,,,
14423,"$75,000 under $100,000",,,,,
14423,"$100,000 under $200,000",,,,,
14423,"$200,000 or more",,,,,
,,,,,,
14424,,,,,,
14424,"$1 under $25,000",,,,,
14424,"$25,000 under $50,000",,,,,
14424,"$50,000 under $75,000",,,,,
14424,"$75,000 under $100,000",,,,,
14424,"$100,000 under $200,000",,,,,
14424,"$200,000 or more",,,,,
,,,,,,
14425,,,,,,
14425,"$1 under $25,000",,,,,
14425,"$25,000 under $50,000",,,,,
14425,"$50,000 under $75,000",,,,,
14425,"$75,000 under $100,000",,,,,
14425,"$100,000 under $200,000",,,,,
14425,"$200,000 or more",,,,,
,,,,,,
14427,,,,,,
14427,"$1 under $25,000",,,,,
14427,"$25,000 under $50,000",,,,,
14427,"$50,000 under $75,000",,,,,
14427,"$75,000 under $100,000",,,,,
14427,"$100,000 under $200,000",,,,,
14427,"$200,000 or more",,,,,
,,,,,,
14428,,,,,,
14428,"$1 under $25,000",,,,,
14428,"$25,000 under $50,000",,,,,
14428,"$50,000 under $75,000",,,,,
14428,"$75,000 under $100,000",,,,,
14428,"$100,000 under $200,000",,,,,
14428,"$200,000 or more",,,,,
,,,,,,
14432,,,,,,
14432,"$1 under $25,000",,,,,
14432,"$25,000 under $50,000",,,,,
14432,"$50,000 under $75,000",,,,,
14432,"$75,000 under $100,000",,,,,
14432,"$100,000 under $200,000",,,,,
14432,"$200,000 or more",,,,,
,,,,,,
14433,,,,,,
14433,"$1 under $25,000",,,,,
14433,"$25,000 under $50,000",,,,,
14433,"$50,000 under $75,000",,,,,
14433,"$75,000 under $100,000",,,,,
14433,"$100,000 under $200,000",,,,,
14433,"$200,000 or more",,,,,
,,,,,,
14435,,,,,,
14435,"$1 under $25,000",,,,,
14435,"$25,000 under $50,000",,,,,
14435,"$50,000 under $75,000",,,,,
14435,"$75,000 under $100,000",,,,,
14435,"$100,000 under $200,000",,,,,
14435,"$200,000 or more",,,,,
,,,,,,
14437,,,,,,
14437,"$1 under $25,000",,,,,
14437,"$25,000 under $50,000",,,,,
14437,"$50,000 under $75,000",,,,,
14437,"$75,000 under $100,000",,,,,
14437,"$100,000 under $200,000",,,,,
14437,"$200,000 or more",,,,,
,,,,,,
14441,,,,,,
14441,"$1 under $25,000",,,,,
14441,"$25,000 under $50,000",,,,,
14441,"$50,000 under $75,000",,,,,
14441,"$75,000 under $100,000",,,,,
14441,"$100,000 under $200,000",,,,,
14441,"$200,000 or more",,,,,
,,,,,,
14445,,,,,,
14445,"$1 under $25,000",,,,,
14445,"$25,000 under $50,000",,,,,
14445,"$50,000 under $75,000",,,,,
14445,"$75,000 under $100,000",,,,,
14445,"$100,000 under $200,000",,,,,
14445,"$200,000 or more",,,,,
,,,,,,
14450,,,,,,
14450,"$1 under $25,000",,,,,
14450,"$25,000 under $50,000",,,,,
14450,"$50,000 under $75,000",,,,,
14450,"$75,000 under $100,000",,,,,
14450,"$100,000 under $200,000",,,,,
14450,"$200,000 or more",,,,,
,,,,,,
14454,,,,,,
14454,"$1 under $25,000",,,,,
14454,"$25,000 under $50,000",,,,,
14454,"$50,000 under $75,000",,,,,
14454,"$75,000 under $100,000",,,,,
14454,"$100,000 under $200,000",,,,,
14454,"$200,000 or more",,,,,
,,,,,,
14456,,,,,,
14456,"$1 under $25,000",,,,,
14456,"$25,000 under $50,000",,,,,
14456,"$50,000 under $75,000",,,,,
14456,"$75,000 under $100,000",,,,,
14456,"$100,000 under $200,000",,,,,
14456,"$200,000 or more",,,,,
,,,,,,
14462,,,,,,
14462,"$1 under $25,000",,,,,
14462,"$25,000 under $50,000",,,,,
14462,"$50,000 under $75,000",,,,,
14462,"$75,000 under $100,000",,,,,
14462,"$100,000 under $200,000",,,,,
14462,"$200,000 or more",,,,,
,,,,,,
14464,,,,,,
14464,"$1 under $25,000",,,,,
14464,"$25,000 under $50,000",,,,,
14464,"$50,000 under $75,000",,,,,
14464,"$75,000 under $100,000",,,,,
14464,"$100,000 under $200,000",,,,,
14464,"$200,000 or more",,,,,
,,,,,,
14466,,,,,,
14466,"$1 under $25,000",,,,,
14466,"$25,000 under $50,000",,,,,
14466,"$50,000 under $75,000",,,,,
14466,"$75,000 under $100,000",,,,,
14466,"$100,000 under $200,000",,,,,
14466,"$200,000 or more",,,,,
,,,,,,
14467,,,,,,
14467,"$1 under $25,000",,,,,
14467,"$25,000 under $50,000",,,,,
14467,"$50,000 under $75,000",,,,,
14467,"$75,000 under $100,000",,,,,
14467,"$100,000 under $200,000",,,,,
14467,"$200,000 or more",,,,,
,,,,,,
14468,,,,,,
14468,"$1 under $25,000",,,,,
14468,"$25,000 under $50,000",,,,,
14468,"$50,000 under $75,000",,,,,
14468,"$75,000 under $100,000",,,,,
14468,"$100,000 under $200,000",,,,,
14468,"$200,000 or more",,,,,
,,,,,,
14469,,,,,,
14469,"$1 under $25,000",,,,,
14469,"$25,000 under $50,000",,,,,
14469,"$50,000 under $75,000",,,,,
14469,"$75,000 under $100,000",,,,,
14469,"$100,000 under $200,000",,,,,
14469,"$200,000 or more",,,,,
,,,,,,
14470,,,,,,
14470,"$1 under $25,000",,,,,
14470,"$25,000 under $50,000",,,,,
14470,"$50,000 under $75,000",,,,,
14470,"$75,000 under $100,000",,,,,
14470,"$100,000 under $200,000",,,,,
14470,"$200,000 or more",,,,,
,,,,,,
14471,,,,,,
14471,"$1 under $25,000",,,,,
14471,"$25,000 under $50,000",,,,,
14471,"$50,000 under $75,000",,,,,
14471,"$75,000 under $100,000",,,,,
14471,"$100,000 under $200,000",,,,,
14471,"$200,000 or more",,,,,
,,,,,,
14472,,,,,,
14472,"$1 under $25,000",,,,,
14472,"$25,000 under $50,000",,,,,
14472,"$50,000 under $75,000",,,,,
14472,"$75,000 under $100,000",,,,,
14472,"$100,000 under $200,000",,,,,
14472,"$200,000 or more",,,,,
,,,,,,
14475,,,,,,
14475,"$1 under $25,000",,,,,
14475,"$25,000 under $50,000",,,,,
14475,"$50,000 under $75,000",,,,,
14475,"$75,000 under $100,000",,,,,
14475,"$100,000 under $200,000",,,,,
14475,"$200,000 or more",,,,,
,,,,,,
14476,,,,,,
14476,"$1 under $25,000",,,,,
14476,"$25,000 under $50,000",,,,,
14476,"$50,000 under $75,000",,,,,
14476,"$75,000 under $100,000",,,,,
14476,"$100,000 under $200,000",,,,,
14476,"$200,000 or more",,,,,
,,,,,,
14477,,,,,,
14477,"$1 under $25,000",,,,,
14477,"$25,000 under $50,000",,,,,
14477,"$50,000 under $75,000",,,,,
14477,"$75,000 under $100,000",,,,,
14477,"$100,000 under $200,000",,,,,
14477,"$200,000 or more",,,,,
,,,,,,
14478,,,,,,
14478,"$1 under $25,000",,,,,
14478,"$25,000 under $50,000",,,,,
14478,"$50,000 under $75,000",,,,,
14478,"$75,000 under $100,000",,,,,
14478,"$100,000 under $200,000",,,,,
14478,"$200,000 or more",,,,,
,,,,,,
14480,,,,,,
14480,"$1 under $25,000",,,,,
14480,"$25,000 under $50,000",,,,,
14480,"$50,000 under $75,000",,,,,
14480,"$75,000 under $100,000",,,,,
14480,"$100,000 under $200,000",,,,,
14480,"$200,000 or more",,,,,
,,,,,,
14481,,,,,,
14481,"$1 under $25,000",,,,,
14481,"$25,000 under $50,000",,,,,
14481,"$50,000 under $75,000",,,,,
14481,"$75,000 under $100,000",,,,,
14481,"$100,000 under $200,000",,,,,
14481,"$200,000 or more",,,,,
,,,,,,
14482,,,,,,
14482,"$1 under $25,000",,,,,
14482,"$25,000 under $50,000",,,,,
14482,"$50,000 under $75,000",,,,,
14482,"$75,000 under $100,000",,,,,
14482,"$100,000 under $200,000",,,,,
14482,"$200,000 or more",,,,,
,,,,,,
14485,,,,,,
14485,"$1 under $25,000",,,,,
14485,"$25,000 under $50,000",,,,,
14485,"$50,000 under $75,000",,,,,
14485,"$75,000 under $100,000",,,,,
14485,"$100,000 under $200,000",,,,,
14485,"$200,000 or more",,,,,
,,,,,,
14486,,,,,,
14486,"$1 under $25,000",,,,,
14486,"$25,000 under $50,000",,,,,
14486,"$50,000 under $75,000",,,,,
14486,"$75,000 under $100,000",,,,,
14486,"$100,000 under $200,000",,,,,
14486,"$200,000 or more",,,,,
,,,,,,
14487,,,,,,
14487,"$1 under $25,000",,,,,
14487,"$25,000 under $50,000",,,,,
14487,"$50,000 under $75,000",,,,,
14487,"$75,000 under $100,000",,,,,
14487,"$100,000 under $200,000",,,,,
14487,"$200,000 or more",,,,,
,,,,,,
14489,,,,,,
14489,"$1 under $25,000",,,,,
14489,"$25,000 under $50,000",,,,,
14489,"$50,000 under $75,000",,,,,
14489,"$75,000 under $100,000",,,,,
14489,"$100,000 under $200,000",,,,,
14489,"$200,000 or more",,,,,
,,,,,,
14502,,,,,,
14502,"$1 under $25,000",,,,,
14502,"$25,000 under $50,000",,,,,
14502,"$50,000 under $75,000",,,,,
14502,"$75,000 under $100,000",,,,,
14502,"$100,000 under $200,000",,,,,
14502,"$200,000 or more",,,,,
,,,,,,
14504,,,,,,
14504,"$1 under $25,000",,,,,
14504,"$25,000 under $50,000",,,,,
14504,"$50,000 under $75,000",,,,,
14504,"$75,000 under $100,000",,,,,
14504,"$100,000 under $200,000",,,,,
14504,"$200,000 or more",,,,,
,,,,,,
14505,,,,,,
14505,"$1 under $25,000",,,,,
14505,"$25,000 under $50,000",,,,,
14505,"$50,000 under $75,000",,,,,
14505,"$75,000 under $100,000",,,,,
14505,"$100,000 under $200,000",,,,,
14505,"$200,000 or more",,,,,
,,,,,,
14506,,,,,,
14506,"$1 under $25,000",,,,,
14506,"$25,000 under $50,000",,,,,
14506,"$50,000 under $75,000",,,,,
14506,"$75,000 under $100,000",,,,,
14506,"$100,000 under $200,000",,,,,
14506,"$200,000 or more",,,,,
,,,,,,
14507,,,,,,
14507,"$1 under $25,000",,,,,
14507,"$25,000 under $50,000",,,,,
14507,"$50,000 under $75,000",,,,,
14507,"$75,000 under $100,000",,,,,
14507,"$100,000 under $200,000",,,,,
14507,"$200,000 or more",,,,,
,,,,,,
14510,,,,,,
14510,"$1 under $25,000",,,,,
14510,"$25,000 under $50,000",,,,,
14510,"$50,000 under $75,000",,,,,
14510,"$75,000 under $100,000",,,,,
14510,"$100,000 under $200,000",,,,,
14510,"$200,000 or more",,,,,
,,,,,,
14512,,,,,,
14512,"$1 under $25,000",,,,,
14512,"$25,000 under $50,000",,,,,
14512,"$50,000 under $75,000",,,,,
14512,"$75,000 under $100,000",,,,,
14512,"$100,000 under $200,000",,,,,
14512,"$200,000 or more",,,,,
,,,,,,
14513,,,,,,
14513,"$1 under $25,000",,,,,
14513,"$25,000 under $50,000",,,,,
14513,"$50,000 under $75,000",,,,,
14513,"$75,000 under $100,000",,,,,
14513,"$100,000 under $200,000",,,,,
14513,"$200,000 or more",,,,,
,,,,,,
14514,,,,,,
14514,"$1 under $25,000",,,,,
14514,"$25,000 under $50,000",,,,,
14514,"$50,000 under $75,000",,,,,
14514,"$75,000 under $100,000",,,,,
14514,"$100,000 under $200,000",,,,,
14514,"$200,000 or more",,,,,
,,,,,,
14516,,,,,,
14516,"$1 under $25,000",,,,,
14516,"$25,000 under $50,000",,,,,
14516,"$50,000 under $75,000",,,,,
14516,"$75,000 under $100,000",,,,,
14516,"$100,000 under $200,000",,,,,
14516,"$200,000 or more",,,,,
,,,,,,
14517,,,,,,
14517,"$1 under $25,000",,,,,
14517,"$25,000 under $50,000",,,,,
14517,"$50,000 under $75,000",,,,,
14517,"$75,000 under $100,000",,,,,
14517,"$100,000 under $200,000",,,,,
14517,"$200,000 or more",,,,,
,,,,,,
14519,,,,,,
14519,"$1 under $25,000",,,,,
14519,"$25,000 under $50,000",,,,,
14519,"$50,000 under $75,000",,,,,
14519,"$75,000 under $100,000",,,,,
14519,"$100,000 under $200,000",,,,,
14519,"$200,000 or more",,,,,
,,,,,,
14521,,,,,,
14521,"$1 under $25,000",,,,,
14521,"$25,000 under $50,000",,,,,
14521,"$50,000 under $75,000",,,,,
14521,"$75,000 under $100,000",,,,,
14521,"$100,000 under $200,000",,,,,
14521,"$200,000 or more",,,,,
,,,,,,
14522,,,,,,
14522,"$1 under $25,000",,,,,
14522,"$25,000 under $50,000",,,,,
14522,"$50,000 under $75,000",,,,,
14522,"$75,000 under $100,000",,,,,
14522,"$100,000 under $200,000",,,,,
14522,"$200,000 or more",,,,,
,,,,,,
14525,,,,,,
14525,"$1 under $25,000",,,,,
14525,"$25,000 under $50,000",,,,,
14525,"$50,000 under $75,000",,,,,
14525,"$75,000 under $100,000",,,,,
14525,"$100,000 under $200,000",,,,,
14525,"$200,000 or more",,,,,
,,,,,,
14526,,,,,,
14526,"$1 under $25,000",,,,,
14526,"$25,000 under $50,000",,,,,
14526,"$50,000 under $75,000",,,,,
14526,"$75,000 under $100,000",,,,,
14526,"$100,000 under $200,000",,,,,
14526,"$200,000 or more",,,,,
,,,,,,
14527,,,,,,
14527,"$1 under $25,000",,,,,
14527,"$25,000 under $50,000",,,,,
14527,"$50,000 under $75,000",,,,,
14527,"$75,000 under $100,000",,,,,
14527,"$100,000 under $200,000",,,,,
14527,"$200,000 or more",,,,,
,,,,,,
14530,,,,,,
14530,"$1 under $25,000",,,,,
14530,"$25,000 under $50,000",,,,,
14530,"$50,000 under $75,000",,,,,
14530,"$75,000 under $100,000",,,,,
14530,"$100,000 under $200,000",,,,,
14530,"$200,000 or more",,,,,
,,,,,,
14532,,,,,,
14532,"$1 under $25,000",,,,,
14532,"$25,000 under $50,000",,,,,
14532,"$50,000 under $75,000",,,,,
14532,"$75,000 under $100,000",,,,,
14532,"$100,000 under $200,000",,,,,
14532,"$200,000 or more",,,,,
,,,,,,
14533,,,,,,
14533,"$1 under $25,000",,,,,
14533,"$25,000 under $50,000",,,,,
14533,"$50,000 under $75,000",,,,,
14533,"$75,000 under $100,000",,,,,
14533,"$100,000 under $200,000",,,,,
14533,"$200,000 or more",,,,,
,,,,,,
14534,,,,,,
14534,"$1 under $25,000",,,,,
14534,"$25,000 under $50,000",,,,,
14534,"$50,000 under $75,000",,,,,
14534,"$75,000 under $100,000",,,,,
14534,"$100,000 under $200,000",,,,,
14534,"$200,000 or more",,,,,
,,,,,,
14536,,,,,,
14536,"$1 under $25,000",,,,,
14536,"$25,000 under $50,000",,,,,
14536,"$50,000 under $75,000",,,,,
14536,"$75,000 under $100,000",,,,,
14536,"$100,000 under $200,000",,,,,
14536,"$200,000 or more",,,,,
,,,,,,
14541,,,,,,
14541,"$1 under $25,000",,,,,
14541,"$25,000 under $50,000",,,,,
14541,"$50,000 under $75,000",,,,,
